Center Camera Images,Left Camera Images,Right Camera Images,Steering Angle,,,
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_31_163.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_31_163.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_31_163.jpg,-0.08450703,1,0,30.18982
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_31_263.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_31_263.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_31_263.jpg,-0.08450703,1,0,30.18998
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_31_360.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_31_360.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_31_360.jpg,-0.08450703,1,0,30.19002
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_31_456.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_31_456.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_31_456.jpg,-0.08450703,1,0,30.19011
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_31_548.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_31_548.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_31_548.jpg,-0.08450703,1,0,30.19024
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_31_645.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_31_645.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_31_645.jpg,-0.08450703,1,0,30.19013
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_31_741.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_31_741.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_31_741.jpg,-0.08450703,1,0,30.19007
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_31_847.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_31_847.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_31_847.jpg,-0.08450703,1,0,30.19016
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_31_960.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_31_960.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_31_960.jpg,-0.08450703,1,0,30.19019
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_32_068.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_32_068.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_32_068.jpg,-0.03286385,1,0,30.19049
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_32_178.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_32_178.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_32_178.jpg,-0.03286385,1,0,30.1904
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_32_292.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_32_292.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_32_292.jpg,-0.03286385,1,0,30.19033
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_32_398.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_32_398.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_32_398.jpg,-0.03286385,1,0,30.19027
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_32_503.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_32_503.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_32_503.jpg,-0.03286385,1,0,30.19008
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_32_617.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_32_617.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_32_617.jpg,-0.06103287,1,0,30.18993
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_32_732.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_32_732.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_32_732.jpg,-0.06103287,1,0,30.18961
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_32_838.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_32_838.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_32_838.jpg,-0.06103287,1,0,30.19017
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_32_946.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_32_946.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_32_946.jpg,-0.06103287,1,0,30.19017
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_33_056.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_33_056.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_33_056.jpg,-0.06103287,1,0,30.1902
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_33_167.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_33_167.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_33_167.jpg,-0.06103287,1,0,30.19019
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_33_270.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_33_270.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_33_270.jpg,-0.06103287,1,0,30.19021
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_33_385.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_33_385.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_33_385.jpg,-0.06103287,1,0,30.19021
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_33_482.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_33_482.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_33_482.jpg,-0.06103287,1,0,30.19022
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_33_579.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_33_579.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_33_579.jpg,-0.06103287,1,0,30.19021
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_33_676.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_33_676.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_33_676.jpg,-0.06103287,1,0,30.19021
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_33_889.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_33_889.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_33_889.jpg,-0.06103287,1,0,30.19023
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_23_57_18_909.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_23_57_18_909.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_23_57_18_909.jpg,0.1032864,1,0,30.19004
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_23_57_19_000.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_23_57_19_000.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_23_57_19_000.jpg,0.1032864,1,0,30.19014
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_23_57_19_091.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_23_57_19_091.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_23_57_19_091.jpg,0.1032864,1,0,30.19006
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_23_57_19_184.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_23_57_19_184.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_23_57_19_184.jpg,0.1032864,1,0,30.19009
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_23_57_19_271.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_23_57_19_271.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_23_57_19_271.jpg,0.1032864,1,0,30.19005
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_23_57_19_361.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_23_57_19_361.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_23_57_19_361.jpg,0.1032864,1,0,30.19004
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_23_57_19_455.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_23_57_19_455.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_23_57_19_455.jpg,0.1032864,1,0,30.19008
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_23_57_19_536.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_23_57_19_536.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_23_57_19_536.jpg,0.1032864,1,0,30.19008
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_23_57_19_625.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_23_57_19_625.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_23_57_19_625.jpg,0.1032864,1,0,30.19005
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_23_57_19_717.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_23_57_19_717.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_23_57_19_717.jpg,0.1032864,1,0,30.19029
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_23_57_19_801.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_23_57_19_801.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_23_57_19_801.jpg,0.1032864,1,0,30.19009
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_23_57_19_887.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_23_57_19_887.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_23_57_19_887.jpg,0.1924883,1,0,30.18527
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_23_57_19_975.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_23_57_19_975.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_23_57_19_975.jpg,0.1924883,1,0,30.18782
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_23_57_20_065.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_23_57_20_065.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_23_57_20_065.jpg,0.1924883,1,0,30.18891
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_23_57_20_157.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_23_57_20_157.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_23_57_20_157.jpg,0.1924883,1,0,30.1891
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_23_57_20_237.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_23_57_20_237.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_23_57_20_237.jpg,0.1924883,1,0,30.18929
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_23_57_20_329.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_23_57_20_329.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_23_57_20_329.jpg,0.1924883,1,0,30.1894
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_23_57_20_414.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_23_57_20_414.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_23_57_20_414.jpg,0.1924883,1,0,30.18948
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_23_57_20_499.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_23_57_20_499.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_23_57_20_499.jpg,0.1924883,1,0,30.1895
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_23_57_20_586.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_23_57_20_586.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_23_57_20_586.jpg,0.1924883,1,0,30.18942
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_23_57_20_683.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_23_57_20_683.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_23_57_20_683.jpg,0.3333334,1,0,30.17663
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_23_57_20_771.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_23_57_20_771.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_23_57_20_771.jpg,0.3333334,1,0,30.18285
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_23_57_20_854.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_23_57_20_854.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_23_57_20_854.jpg,0.3333334,1,0,30.18463
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_23_57_20_943.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_23_57_20_943.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_23_57_20_943.jpg,0.3333334,1,0,30.18669
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_23_57_21_024.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_23_57_21_024.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_23_57_21_024.jpg,0.3286385,1,0,30.18783
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_23_57_21_106.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_23_57_21_106.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_23_57_21_106.jpg,0.3286385,1,0,30.18744
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_23_57_21_190.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_23_57_21_190.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_23_57_21_190.jpg,0.1690141,1,0,30.19208
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_23_57_21_277.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_23_57_21_277.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_23_57_21_277.jpg,0.07981221,1,0,30.19151
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_23_57_21_355.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_23_57_21_355.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_23_57_21_355.jpg,0.07981221,1,0,30.19136
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_23_57_21_439.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_23_57_21_439.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_23_57_21_439.jpg,0.07981221,1,0,30.19062
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_23_57_21_521.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_23_57_21_521.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_23_57_21_521.jpg,0.07981221,1,0,30.1915
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_23_57_21_605.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_23_57_21_605.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_23_57_21_605.jpg,0.07981221,1,0,30.1923
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_23_57_21_682.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_23_57_21_682.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_23_57_21_682.jpg,0.05633803,1,0,30.19088
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_23_57_21_766.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_23_57_21_766.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_23_57_21_766.jpg,0.1408451,1,0,30.18807
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_23_57_21_848.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_23_57_21_848.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_23_57_21_848.jpg,0.1408451,1,0,30.1897
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_23_57_21_929.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_23_57_21_929.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_23_57_21_929.jpg,0.1408451,1,0,30.18991
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_23_57_22_008.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_23_57_22_008.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_23_57_22_008.jpg,0.1408451,1,0,30.18986
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_23_57_22_092.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_23_57_22_092.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_23_57_22_092.jpg,0.1408451,1,0,30.18944
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_23_57_22_174.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_23_57_22_174.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_23_57_22_174.jpg,0.1408451,1,0,30.1903
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_23_57_22_264.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_23_57_22_264.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_23_57_22_264.jpg,0.1408451,1,0,30.19037
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_23_57_22_337.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_23_57_22_337.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_23_57_22_337.jpg,0.1924883,1,0,30.18712
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_23_57_22_416.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_23_57_22_416.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_23_57_22_416.jpg,0.1924883,1,0,30.18844
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_23_57_22_502.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_23_57_22_502.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_23_57_22_502.jpg,0.1924883,1,0,30.1887
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_23_57_22_585.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_23_57_22_585.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_23_57_22_585.jpg,0.1924883,1,0,30.1892
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_23_57_22_664.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_23_57_22_664.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_23_57_22_664.jpg,0.1924883,1,0,30.18935
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_23_57_22_746.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_23_57_22_746.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_23_57_22_746.jpg,0.1924883,1,0,30.18944
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_23_57_22_832.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_23_57_22_832.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_23_57_22_832.jpg,0.1924883,1,0,30.18945
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_23_57_22_919.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_23_57_22_919.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_23_57_22_919.jpg,0.1924883,1,0,30.1895
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_23_57_23_012.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_23_57_23_012.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_23_57_23_012.jpg,0.1830986,1,0,30.1899
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_23_57_23_114.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_23_57_23_114.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_23_57_23_114.jpg,0.1830986,1,0,30.1898
